日期,臺灣高股息指數,臺灣高股息報酬指數,Date,Close,Adj Close,Dividends,Stock Splits
111/03/01,"7,983.29","19,995.50",2022-03-01,7983.29,19995.5,0,0
111/03/02,"7,994.95","20,024.72",2022-03-02,7994.95,20024.72,0,0
111/03/03,"8,072.04","20,217.79",2022-03-03,8072.04,20217.79,0,0
111/03/04,"8,012.06","20,067.57",2022-03-04,8012.06,20067.57,0,0
111/03/07,"7,838.65","19,633.23",2022-03-07,7838.65,19633.23,0,0
111/03/08,"7,746.19","19,401.64",2022-03-08,7746.19,19401.64,0,0
111/03/09,"7,839.47","19,635.27",2022-03-09,7839.47,19635.27,0,0
111/03/10,"7,984.28","19,998.00",2022-03-10,7984.28,19998.0,0,0
111/03/11,"7,984.96","19,999.68",2022-03-11,7984.96,19999.68,0,0
111/03/14,"8,045.98","20,152.53",2022-03-14,8045.98,20152.53,0,0
111/03/15,"7,953.39","19,920.61",2022-03-15,7953.39,19920.61,0,0
111/03/16,"7,896.66","19,778.53",2022-03-16,7896.66,19778.53,0,0
111/03/17,"7,986.98","20,004.74",2022-03-17,7986.98,20004.74,0,0
111/03/18,"7,944.59","19,928.77",2022-03-18,7944.59,19928.77,0,0
111/03/21,"7,980.79","20,019.58",2022-03-21,7980.79,20019.58,0,0
111/03/22,"7,958.21","19,962.93",2022-03-22,7958.21,19962.93,0,0
111/03/23,"7,986.53","20,033.97",2022-03-23,7986.53,20033.97,0,0
111/03/24,"7,961.86","19,977.28",2022-03-24,7961.86,19977.28,0,0
111/03/25,"7,917.31","19,865.49",2022-03-25,7917.31,19865.49,0,0
111/03/28,"7,906.32","19,837.93",2022-03-28,7906.32,19837.93,0,0
